brightness,contrast,saturation,color_uniformity,warm_ratio,transparency,dark_ratio,edge_density,edge_intensity,texture_roughness,smoothness,entropy,edge_entropy,channel_variance,highlights,category,filename
121.2,18.45,0.1362,0.0776,0.2913,0.0018,0.0003,14.7,28.13,19.45,9.92,4.1409,2.1711,0.22,0.0004,glass,20260408_173849_a2.jpg
121.2,18.45,0.1364,0.0778,0.2893,0.0018,0.0002,14.74,28.14,19.45,10.55,4.1401,2.1766,0.22,0.0005,glass,20260408_173849_a3.jpg
121.2,18.45,0.1373,0.0778,0.2921,0.002,0.0003,14.7,28.13,19.45,9.88,4.141,2.1717,0.25,0.0004,glass,20260408_173849_a4.jpg
121.48,17.83,0.1265,0.0744,0.2729,0.0016,0.0002,15.02,28.81,18.92,9.23,4.0715,2.1679,0.55,0.0005,glass,20260408_173849_a5.jpg
77.77,11.92,0.1365,0.0766,0.0861,0.0,0.0009,9.62,18.38,12.58,10.97,3.521,1.7547,0.1,0.0,glass,20260408_173849_a6.jpg
149.0,22.43,0.1365,0.0774,0.3419,0.0179,0.0001,18.06,34.39,23.61,13.44,4.4326,2.3792,0.41,0.0026,glass,20260408_173849_a7.jpg
120.7,16.57,0.1231,0.0695,0.25,0.0013,0.0,13.67,26.81,17.49,9.58,3.9849,2.0879,0.19,0.0001,glass,20260408_173849_a8.jpg
120.8,23.69,0.1757,0.1011,0.3549,0.003,0.0008,17.86,32.15,24.95,13.56,4.5058,2.3976,0.46,0.0015,glass,20260408_173849_a9.jpg
79.5,64.86,0.3908,0.2357,0.4852,0.034,0.3918,15.22,33.2,65.47,19.55,5.5477,2.1159,60.43,0.0001,glass,20260408_175211_a0.jpg
79.5,64.86,0.3906,0.2361,0.4812,0.0342,0.3914,15.23,33.2,65.47,19.93,5.5477,2.1164,60.25,0.0001,glass,20260408_175211_a1.jpg
79.47,64.51,0.3884,0.2313,0.4854,0.0323,0.3915,13.98,30.54,65.04,18.77,5.5385,2.0531,60.43,0.0,glass,20260408_175211_a10.jpg
79.11,63.49,0.3783,0.2166,0.4939,0.0279,0.393,10.2,25.61,63.85,17.02,5.5152,1.685,61.83,0.0,glass,20260408_175211_a11.jpg
98.27,70.1,0.3421,0.2478,0.4113,0.0529,0.3048,23.95,48.6,71.29,23.59,5.7582,2.5437,24.35,0.0032,glass,20260408_175211_a12.jpg
99.3,68.1,0.3177,0.2472,0.393,0.0501,0.291,27.11,52.85,69.61,24.0,5.7175,2.6374,24.53,0.0037,glass,20260408_175211_a13.jpg
79.48,64.81,0.3916,0.249,0.4838,0.0374,0.3892,32.32,48.97,66.07,22.31,5.5958,3.0267,60.36,0.0002,glass,20260408_175211_a14.jpg
67.09,59.27,0.6744,0.2544,0.5147,0.0003,0.4702,13.11,30.14,59.84,18.52,5.2107,1.9117,379.01,0.0,glass,20260408_175211_a15.jpg
79.51,64.86,0.3906,0.2356,0.482,0.0342,0.3919,15.19,33.24,65.47,19.98,5.5448,2.1074,60.12,0.0,glass,20260408_175211_a2.jpg
79.5,64.86,0.3906,0.2361,0.4812,0.0342,0.3914,15.23,33.2,65.47,19.51,5.5477,2.1164,60.25,0.0001,glass,20260408_175211_a3.jpg
79.5,64.86,0.3913,0.2359,0.4818,0.0342,0.3921,15.2,33.24,65.47,19.92,5.5468,2.1077,60.29,0.0001,glass,20260408_175211_a4.jpg
79.81,61.92,0.3752,0.2425,0.4555,0.0283,0.3701,18.82,39.99,62.83,19.93,5.51,2.2916,56.17,0.0,glass,20260408_175211_a5.jpg
71.0,58.35,0.3971,0.2423,0.4625,0.0003,0.4241,13.78,29.94,58.9,18.14,5.3944,2.0298,48.71,0.0,glass,20260408_175211_a6.jpg
101.01,81.0,0.3879,0.2435,0.5171,0.1558,0.3221,18.86,41.77,81.7,23.94,5.6462,2.2708,98.66,0.1102,glass,20260408_175211_a7.jpg
78.95,57.69,0.3166,0.1836,0.4579,0.0031,0.3613,13.92,30.4,58.27,17.62,5.3907,2.0297,47.67,0.0,glass,20260408_175211_a8.jpg
81.27,79.46,0.5419,0.3435,0.5166,0.1219,0.4467,17.17,39.59,80.1,23.54,5.3497,2.1276,100.7,0.0444,glass,20260408_175211_a9.jpg
99.3,58.36,0.4352,0.2056,0.5183,0.0376,0.2526,14.97,33.98,59.09,17.91,5.5105,2.0039,19.47,0.0,glass,20260408_175219_a0.jpg
99.31,58.36,0.4347,0.2056,0.5189,0.0375,0.2526,14.97,33.99,59.09,16.83,5.5077,2.0043,19.61,0.0,glass,20260408_175219_a1.jpg
99.28,57.96,0.4335,0.2024,0.5181,0.0359,0.2505,13.61,31.2,58.58,16.8,5.5102,1.9344,19.66,0.0,glass,20260408_175219_a10.jpg
98.98,56.95,0.4292,0.1956,0.5178,0.0325,0.2448,10.23,25.77,57.35,14.46,5.5051,1.6176,19.71,0.0,glass,20260408_175219_a11.jpg
113.39,52.99,0.4059,0.1882,0.6888,0.0244,0.1524,16.85,39.58,53.9,17.89,5.4978,2.0474,94.73,0.0001,glass,20260408_175219_a12.jpg
113.39,52.19,0.3953,0.1935,0.6714,0.0242,0.1497,18.09,41.01,53.22,17.86,5.4673,2.1245,84.61,0.0001,glass,20260408_175219_a13.jpg
98.91,58.42,0.4365,0.2086,0.5172,0.0367,0.2538,27.19,42.6,59.58,19.76,5.5558,2.8789,19.98,0.0001,glass,20260408_175219_a14.jpg
126.82,63.35,0.3827,0.1726,0.583,0.0784,0.1177,16.69,38.53,64.09,19.53,5.5832,2.0736,211.77,0.0458,glass,20260408_175219_a15.jpg
99.31,58.37,0.4355,0.2056,0.5184,0.0381,0.2529,14.99,34.13,59.1,16.86,5.5103,2.0049,19.41,0.0001,glass,20260408_175219_a2.jpg
99.31,58.36,0.4347,0.2056,0.5189,0.0375,0.2526,14.97,33.99,59.09,17.9,5.5077,2.0043,19.61,0.0,glass,20260408_175219_a3.jpg
99.31,58.36,0.4346,0.2057,0.5199,0.0381,0.2525,14.99,34.12,59.1,16.87,5.5085,2.0061,19.7,0.0001,glass,20260408_175219_a4.jpg
99.01,57.55,0.4037,0.2323,0.4337,0.037,0.2527,18.92,41.71,58.61,17.43,5.3675,2.1435,6.21,0.0002,glass,20260408_175219_a5.jpg
72.0,42.63,0.4415,0.2129,0.4989,0.0,0.3154,11.07,25.31,43.15,14.93,5.0603,1.7365,10.8,0.0,glass,20260408_175219_a6.jpg
116.76,67.91,0.4309,0.2143,0.5298,0.0748,0.2244,17.46,39.4,68.73,20.79,5.6893,2.1421,38.83,0.0384,glass,20260408_175219_a7.jpg
98.77,45.33,0.3183,0.1378,0.5024,0.0002,0.1424,12.53,29.23,45.9,14.15,5.1548,1.8184,11.7,0.0,glass,20260408_175219_a8.jpg
99.36,65.38,0.5163,0.2634,0.5187,0.0549,0.2852,16.01,36.82,66.16,19.85,5.5429,2.0319,31.7,0.0082,glass,20260408_175219_a9.jpg
75.19,57.05,0.359,0.2234,0.437,0.0222,0.3948,12.45,28.63,57.44,16.9,5.4259,1.9082,52.98,0.0,glass,20260408_175226_a0.jpg
75.19,57.05,0.3598,0.2242,0.4333,0.0223,0.395,12.44,28.63,57.44,16.7,5.4286,1.9074,52.74,0.0,glass,20260408_175226_a1.jpg
75.17,56.86,0.357,0.2214,0.4362,0.022,0.3941,11.59,27.26,57.2,16.45,5.4232,1.8576,52.83,0.0,glass,20260408_175226_a10.jpg
74.87,56.21,0.3495,0.2127,0.4379,0.0203,0.3947,8.79,24.51,56.43,15.37,5.4079,1.5039,53.17,0.0,glass,20260408_175226_a11.jpg
107.29,72.64,0.3157,0.2525,0.4031,0.0635,0.2908,16.83,38.01,73.16,17.6,5.6696,2.1775,15.2,0.0005,glass,20260408_175226_a12.jpg
105.7,69.29,0.2888,0.2439,0.3624,0.064,0.285,20.52,43.52,70.15,17.99,5.6314,2.3523,14.8,0.0005,glass,20260408_175226_a13.jpg
74.91,57.21,0.3646,0.2347,0.4295,0.0214,0.3825,27.56,42.18,58.15,19.43,5.4875,2.8924,52.73,0.0,glass,20260408_175226_a14.jpg
68.18,56.99,0.5648,0.2564,0.6137,0.006,0.4501,11.88,27.93,57.38,17.09,5.3342,1.8323,218.75,0.0,glass,20260408_175226_a15.jpg
75.19,57.05,0.3589,0.2239,0.4363,0.0224,0.3955,12.41,28.59,57.44,16.75,5.4302,1.9049,52.82,0.0,glass,20260408_175226_a2.jpg
75.19,57.05,0.3598,0.2242,0.4333,0.0223,0.395,12.44,28.63,57.44,16.96,5.4286,1.9074,52.74,0.0,glass,20260408_175226_a3.jpg
75.19,57.05,0.3598,0.2238,0.4347,0.0222,0.3954,12.41,28.59,57.44,16.69,5.4299,1.9053,52.85,0.0,glass,20260408_175226_a4.jpg
77.39,52.72,0.3121,0.2444,0.3517,0.019,0.358,15.81,36.45,53.63,14.5,5.1741,2.001,37.59,0.0,glass,20260408_175226_a5.jpg
49.3,37.84,0.3715,0.2373,0.3032,0.0,0.5061,8.39,19.03,38.1,14.42,4.849,1.5432,23.54,0.0,glass,20260408_175226_a6.jpg
100.53,73.97,0.3586,0.2301,0.508,0.1127,0.2517,16.37,37.81,74.47,21.9,5.5926,2.133,105.29,0.0892,glass,20260408_175226_a7.jpg
74.6,38.19,0.2144,0.1492,0.3035,0.0,0.1826,9.22,22.14,38.46,12.19,4.8725,1.5917,23.86,0.0,glass,20260408_175226_a8.jpg
76.31,72.42,0.5188,0.3263,0.4987,0.0867,0.4543,14.57,34.55,72.84,21.2,5.3694,2.0023,95.99,0.04,glass,20260408_175226_a9.jpg
101.82,43.01,0.3671,0.1862,0.6062,0.0002,0.1484,10.99,26.57,43.43,11.62,5.0427,1.714,147.27,0.0,glass,20260408_175239_a0.jpg
101.82,43.0,0.368,0.1864,0.606,0.0002,0.148,10.99,26.58,43.43,11.36,5.0423,1.7149,147.12,0.0,glass,20260408_175239_a1.jpg
101.82,42.79,0.3657,0.1843,0.6066,0.0001,0.1472,10.43,25.3,43.15,10.99,5.0371,1.6797,147.36,0.0,glass,20260408_175239_a10.jpg
101.55,42.25,0.3638,0.1815,0.6063,0.0,0.145,8.3,22.94,42.48,9.56,5.0161,1.3547,146.69,0.0,glass,20260408_175239_a11.jpg
120.12,41.06,0.3245,0.1762,0.6054,0.0009,0.078,15.54,36.89,41.92,13.93,5.0359,2.0047,161.09,0.0,glass,20260408_175239_a12.jpg
118.67,39.84,0.3052,0.1823,0.5722,0.0007,0.0765,16.82,38.63,40.92,13.28,4.9515,2.0646,133.51,0.0,glass,20260408_175239_a13.jpg
101.39,43.53,0.3726,0.193,0.6073,0.0001,0.1487,28.48,41.86,44.84,15.51,5.1644,2.9081,144.37,0.0,glass,20260408_175239_a14.jpg
102.42,46.22,0.4977,0.1788,0.8035,0.0004,0.1619,11.61,27.63,46.67,12.45,5.1423,1.7837,463.17,0.0,glass,20260408_175239_a15.jpg
101.82,43.02,0.3684,0.1858,0.605,0.0002,0.1481,11.0,26.58,43.44,11.37,5.0452,1.7112,147.62,0.0,glass,20260408_175239_a2.jpg
101.82,43.0,0.368,0.1864,0.606,0.0002,0.148,10.99,26.58,43.43,11.67,5.0423,1.7149,147.12,0.0,glass,20260408_175239_a3.jpg
101.82,43.02,0.3676,0.1867,0.6065,0.0002,0.1485,11.0,26.57,43.44,11.36,5.0449,1.7105,147.36,0.0,glass,20260408_175239_a4.jpg
103.06,41.2,0.3254,0.2115,0.5215,0.0001,0.1381,12.29,29.99,41.75,11.76,4.8184,1.7489,98.82,0.0,glass,20260408_175239_a5.jpg
71.41,30.37,0.3728,0.1857,0.5795,0.0,0.2186,7.9,18.82,30.7,11.01,4.557,1.4115,74.09,0.0,glass,20260408_175239_a6.jpg
128.59,54.46,0.3706,0.1883,0.6226,0.0081,0.1131,13.85,33.42,55.01,15.26,5.3796,1.9426,238.62,0.0,glass,20260408_175239_a7.jpg
101.31,31.65,0.2702,0.1366,0.5825,0.0,0.045,9.06,23.23,32.01,8.79,4.6076,1.4722,79.97,0.0,glass,20260408_175239_a8.jpg
102.79,55.63,0.5075,0.2729,0.6147,0.0004,0.2068,13.16,31.03,56.12,15.1,5.2227,1.908,291.65,0.0,glass,20260408_175239_a9.jpg
79.55,36.88,0.6263,0.2052,0.1654,0.0004,0.1845,16.39,28.36,37.72,15.88,5.1063,2.3422,521.94,0.0001,glass,20260408_175246_a0.jpg
79.55,36.88,0.6264,0.2045,0.1679,0.0004,0.1843,16.38,28.35,37.72,16.2,5.1063,2.3407,521.01,0.0001,glass,20260408_175246_a1.jpg
79.55,36.47,0.6234,0.2051,0.1639,0.0003,0.1826,14.76,25.42,37.16,14.92,5.0871,2.259,523.4,0.0,glass,20260408_175246_a10.jpg
79.13,35.37,0.6187,0.2034,0.1606,0.0,0.1783,9.96,20.01,35.72,12.79,5.0287,1.8307,521.36,0.0,glass,20260408_175246_a11.jpg
91.11,44.86,0.6209,0.2239,0.1547,0.002,0.139,24.81,41.68,46.24,18.78,5.4415,2.7241,617.03,0.0,glass,20260408_175246_a12.jpg
91.71,43.74,0.584,0.2503,0.1423,0.002,0.1356,27.24,45.5,45.46,18.38,5.4015,2.8059,544.24,0.0,glass,20260408_175246_a13.jpg
79.12,37.24,0.6339,0.2068,0.1677,0.0006,0.1857,25.31,37.14,38.62,17.74,5.1651,2.8283,520.82,0.0001,glass,20260408_175246_a14.jpg
75.73,34.61,0.6133,0.2226,0.1334,0.0002,0.1897,15.42,26.57,35.39,15.37,5.0088,2.2873,619.01,0.0,glass,20260408_175246_a15.jpg
79.55,36.88,0.6259,0.2054,0.1647,0.0005,0.1845,16.38,28.24,37.72,16.12,5.1047,2.3449,521.76,0.0001,glass,20260408_175246_a2.jpg
79.55,36.88,0.6264,0.2045,0.1679,0.0004,0.1843,16.38,28.35,37.72,15.95,5.1063,2.3407,521.01,0.0001,glass,20260408_175246_a3.jpg
79.55,36.88,0.6261,0.2047,0.1663,0.0005,0.1843,16.39,28.24,37.72,16.2,5.1057,2.3454,520.28,0.0001,glass,20260408_175246_a4.jpg
82.5,37.56,0.5441,0.2695,0.1423,0.0007,0.1821,19.65,36.97,38.76,14.69,4.9414,2.4025,392.31,0.0001,glass,20260408_175246_a5.jpg
59.53,27.85,0.6292,0.2056,0.1443,0.0,0.2472,12.49,21.49,28.49,15.2,4.7074,2.0845,294.88,0.0,glass,20260408_175246_a6.jpg
108.8,50.14,0.6262,0.2049,0.1907,0.0041,0.1417,22.36,38.01,51.29,19.42,5.5391,2.6457,1002.68,0.001,glass,20260408_175246_a7.jpg
79.15,27.61,0.4974,0.196,0.144,0.0,0.1289,13.06,23.12,28.24,12.99,4.693,2.115,290.89,0.0,glass,20260408_175246_a8.jpg
79.65,46.09,0.7735,0.213,0.1678,0.001,0.2148,19.54,34.11,47.1,18.79,5.2965,2.4672,834.1,0.0004,glass,20260408_175246_a9.jpg
114.96,35.67,0.1962,0.1601,0.3483,0.0004,0.0592,14.49,30.29,36.36,11.71,4.9309,2.0878,15.56,0.0,glass,20260408_175258_a0.jpg
114.96,35.67,0.1964,0.1605,0.3479,0.0004,0.0591,14.48,30.29,36.36,13.29,4.9306,2.0883,15.42,0.0,glass,20260408_175258_a1.jpg
114.97,35.29,0.1937,0.153,0.3499,0.0002,0.0585,13.35,28.15,35.88,10.84,4.9221,2.0165,15.42,0.0,glass,20260408_175258_a10.jpg
114.64,34.4,0.1902,0.1459,0.3535,0.0,0.0554,9.68,24.3,34.72,8.77,4.8851,1.5924,15.96,0.0,glass,20260408_175258_a11.jpg
118.49,34.33,0.1884,0.1543,0.3475,0.0007,0.0392,17.07,34.01,35.24,14.09,4.9927,2.302,18.79,0.0,glass,20260408_175258_a12.jpg
118.83,32.6,0.17,0.1504,0.312,0.0004,0.0385,18.79,37.77,33.76,13.18,4.8354,2.3417,15.89,0.0,glass,20260408_175258_a13.jpg
114.44,36.16,0.2006,0.1655,0.3452,0.0005,0.0606,27.42,40.84,37.6,14.65,5.0072,2.8922,15.81,0.0,glass,20260408_175258_a14.jpg
134.93,38.26,0.2657,0.1435,0.6974,0.0038,0.0519,15.87,33.92,39.02,13.05,5.0312,2.1476,235.35,0.0003,glass,20260408_175258_a15.jpg
114.96,35.67,0.1965,0.16,0.3495,0.0004,0.0596,14.5,30.45,36.36,13.28,4.9284,2.0869,15.47,0.0,glass,20260408_175258_a2.jpg
114.96,35.67,0.1964,0.1605,0.3479,0.0004,0.0591,14.48,30.29,36.36,11.73,4.9306,2.0883,15.42,0.0,glass,20260408_175258_a3.jpg
114.96,35.67,0.1963,0.1602,0.3464,0.0004,0.0595,14.51,30.45,36.36,13.31,4.9282,2.0872,15.43,0.0,glass,20260408_175258_a4.jpg
114.88,33.2,0.1743,0.1657,0.3188,0.0003,0.0599,16.08,35.24,34.12,10.98,4.608,2.0863,14.69,0.0,glass,20260408_175258_a5.jpg
76.77,23.95,0.1994,0.1636,0.2755,0.0,0.074,9.85,20.56,24.41,10.83,4.365,1.6993,6.94,0.0,glass,20260408_175258_a6.jpg
157.54,48.84,0.196,0.1616,0.3958,0.0976,0.0534,19.65,41.22,49.77,17.83,5.3629,2.3825,30.85,0.014,glass,20260408_175258_a7.jpg
114.47,26.06,0.1379,0.1024,0.2943,0.0,0.0195,11.67,26.19,26.6,8.62,4.4797,1.815,8.39,0.0,glass,20260408_175258_a8.jpg
115.15,42.54,0.2572,0.2313,0.3788,0.0023,0.0692,16.68,34.58,43.22,14.14,5.1199,2.2288,26.06,0.0002,glass,20260408_175258_a9.jpg
111.66,26.29,0.2824,0.2019,0.4252,0.0,0.033,12.81,28.78,27.22,13.18,4.5171,1.9202,1.16,0.0,glass,20260408_175304_a0.jpg
111.66,26.3,0.2827,0.2026,0.4282,0.0,0.0329,12.81,28.79,27.22,12.44,4.5171,1.9202,1.13,0.0,glass,20260408_175304_a1.jpg
111.64,25.84,0.2808,0.2009,0.4214,0.0,0.0314,11.79,26.19,26.58,12.11,4.4978,1.8645,1.15,0.0,glass,20260408_175304_a10.jpg
111.32,24.6,0.2772,0.1969,0.4247,0.0,0.0278,8.58,21.52,24.99,9.84,4.4286,1.4668,1.33,0.0,glass,20260408_175304_a11.jpg
113.7,31.13,0.3118,0.233,0.5247,0.0012,0.0493,17.17,36.93,32.58,16.51,4.6997,2.2273,20.87,0.0,glass,20260408_175304_a12.jpg
114.8,30.04,0.2799,0.2331,0.4719,0.0007,0.0485,18.62,40.35,31.85,15.74,4.5449,2.2503,13.11,0.0,glass,20260408_175304_a13.jpg
111.17,26.48,0.2833,0.2025,0.4178,0.0,0.0334,16.18,30.47,27.57,13.77,4.54,2.3153,1.18,0.0,glass,20260408_175304_a14.jpg
113.59,26.75,0.3022,0.2075,0.4932,0.0,0.0329,12.93,29.2,27.68,13.24,4.5296,1.9238,12.15,0.0,glass,20260408_175304_a15.jpg
111.65,26.3,0.2818,0.2023,0.4219,0.0,0.033,12.8,28.84,27.22,12.63,4.5156,1.9192,1.16,0.0,glass,20260408_175304_a2.jpg
111.66,26.3,0.2827,0.2026,0.4282,0.0,0.0329,12.81,28.79,27.22,12.92,4.5171,1.9202,1.13,0.0,glass,20260408_175304_a3.jpg
111.65,26.3,0.2832,0.2024,0.4285,0.0,0.033,12.8,28.85,27.22,12.45,4.5166,1.9204,1.14,0.0,glass,20260408_175304_a4.jpg
114.2,25.12,0.2281,0.2035,0.2824,0.0,0.0314,14.13,33.9,26.45,13.35,4.2592,1.8969,4.5,0.0,glass,20260408_175304_a5.jpg
86.38,20.46,0.2841,0.2036,0.3572,0.0,0.0412,10.07,22.58,21.17,12.5,4.1608,1.6977,0.7,0.0,glass,20260408_175304_a6.jpg
131.34,31.05,0.2833,0.2031,0.4543,0.0022,0.0304,14.9,33.35,32.13,15.0,4.7527,2.0641,1.62,0.0,glass,20260408_175304_a7.jpg
111.17,23.11,0.2508,0.1781,0.3896,0.0,0.0289,11.74,26.86,23.94,11.72,4.3344,1.8218,0.86,0.0,glass,20260408_175304_a8.jpg
111.34,30.16,0.325,0.2262,0.4549,0.0,0.0414,14.18,31.08,31.23,15.05,4.7189,2.0399,1.96,0.0,glass,20260408_175304_a9.jpg
119.85,31.47,0.3953,0.103,0.0009,0.0033,0.0251,12.25,29.77,32.24,12.56,4.7882,1.6542,573.59,0.0004,glass,20260408_175311_a0.jpg
119.85,31.47,0.3957,0.1028,0.0009,0.0032,0.0251,12.25,29.78,32.24,12.75,4.7883,1.6545,574.8,0.0004,glass,20260408_175311_a1.jpg
119.85,31.01,0.3942,0.0998,0.0007,0.0031,0.024,11.17,27.12,31.64,11.46,4.773,1.6016,573.1,0.0003,glass,20260408_175311_a10.jpg
119.64,30.03,0.393,0.0917,0.0,0.0027,0.0218,8.51,22.83,30.39,9.26,4.7379,1.3529,573.9,0.0,glass,20260408_175311_a11.jpg
112.89,37.21,0.369,0.1152,0.0201,0.0015,0.0611,15.94,36.5,38.33,17.36,5.1103,1.933,415.83,0.0001,glass,20260408_175311_a12.jpg
114.44,35.71,0.3501,0.1262,0.0091,0.0015,0.0484,18.76,41.74,37.17,17.08,5.0351,2.0753,395.62,0.0002,glass,20260408_175311_a13.jpg
119.33,32.29,0.3957,0.1043,0.0004,0.0031,0.0264,31.68,45.83,34.51,16.73,4.9025,3.0155,568.23,0.0002,glass,20260408_175311_a14.jpg
115.92,31.61,0.1854,0.1197,0.0286,0.0031,0.0276,12.17,29.6,32.38,12.75,4.7857,1.6554,57.23,0.0003,glass,20260408_175311_a15.jpg
119.85,31.47,0.3955,0.1029,0.0009,0.0032,0.0253,12.29,29.79,32.25,12.67,4.7891,1.6631,573.88,0.0002,glass,20260408_175311_a2.jpg
119.85,31.47,0.3957,0.1028,0.0009,0.0032,0.0251,12.25,29.78,32.24,12.57,4.7883,1.6545,574.8,0.0004,glass,20260408_175311_a3.jpg
119.85,31.47,0.3956,0.1034,0.0009,0.0032,0.0251,12.29,29.79,32.25,12.73,4.7887,1.662,574.46,0.0002,glass,20260408_175311_a4.jpg
122.0,29.39,0.3377,0.1718,0.0003,0.0032,0.0258,13.75,33.75,30.59,11.03,4.4448,1.7097,410.58,0.0004,glass,20260408_175311_a5.jpg
88.67,23.41,0.3974,0.104,0.0,0.0,0.0333,9.25,22.23,23.99,11.7,4.3691,1.4554,317.82,0.0,glass,20260408_175311_a6.jpg
147.72,38.55,0.3953,0.1052,0.001,0.0136,0.0229,14.77,36.38,39.47,15.49,5.0843,1.7682,870.53,0.004,glass,20260408_175311_a7.jpg
119.35,26.17,0.3352,0.0703,0.0002,0.0016,0.0201,10.94,27.04,26.87,10.52,4.53,1.5587,396.46,0.0,glass,20260408_175311_a8.jpg
119.53,35.89,0.4511,0.1157,0.0009,0.0043,0.0315,13.38,32.43,36.78,14.31,4.9802,1.7209,777.89,0.0018,glass,20260408_175311_a9.jpg
116.41,30.43,0.3312,0.121,0.9926,0.0035,0.0,16.36,29.68,31.38,14.27,4.9115,2.346,309.0,0.0001,glass,20260408_213055_a0.jpg
116.41,30.43,0.331,0.1206,0.994,0.0034,0.0,16.37,29.69,31.38,13.04,4.911,2.3454,309.11,0.0001,glass,20260408_213055_a1.jpg
116.39,30.01,0.3309,0.1199,0.9942,0.0026,0.0,15.16,27.58,30.8,13.23,4.8897,2.2788,309.32,0.0,glass,20260408_213055_a10.jpg
116.01,28.61,0.3306,0.117,0.9941,0.0004,0.0,10.89,23.29,29.05,10.42,4.8176,1.8738,309.79,0.0,glass,20260408_213055_a11.jpg
113.75,32.44,0.3402,0.1448,0.9972,0.002,0.0,20.21,35.8,33.65,15.46,4.9344,2.5289,310.25,0.0001,glass,20260408_213055_a12.jpg
113.76,32.25,0.3374,0.146,0.9866,0.0021,0.0,20.74,36.29,33.54,15.38,4.9318,2.5554,304.55,0.0,glass,20260408_213055_a13.jpg
115.99,30.8,0.3328,0.1221,0.9889,0.0035,0.0,22.49,35.0,32.15,15.65,4.9413,2.7077,309.71,0.0002,glass,20260408_213055_a14.jpg
105.19,28.89,0.5726,0.131,1.0,0.001,0.0001,15.41,27.79,29.79,14.0,4.8368,2.2946,895.59,0.0,glass,20260408_213055_a15.jpg
116.41,30.42,0.3307,0.1206,0.993,0.0034,0.0,16.28,29.66,31.37,12.97,4.911,2.338,308.67,0.0001,glass,20260408_213055_a2.jpg
116.41,30.43,0.331,0.1206,0.994,0.0034,0.0,16.37,29.69,31.38,14.27,4.911,2.3454,309.11,0.0001,glass,20260408_213055_a3.jpg
116.41,30.42,0.3311,0.1207,0.9929,0.0034,0.0,16.28,29.66,31.37,13.01,4.9111,2.3382,309.3,0.0001,glass,20260408_213055_a4.jpg
116.66,28.67,0.3,0.1452,0.8893,0.0034,0.0,18.36,34.42,29.9,12.25,4.7763,2.3839,248.19,0.0001,glass,20260408_213055_a5.jpg
99.85,26.22,0.3327,0.1199,0.9867,0.0001,0.0001,14.18,25.75,27.07,13.14,4.7003,2.207,229.91,0.0,glass,20260408_213055_a6.jpg
154.14,39.8,0.3312,0.1217,0.9923,0.0837,0.0,21.41,38.34,40.93,18.66,5.2892,2.6055,542.93,0.0135,glass,20260408_213055_a7.jpg
115.83,23.12,0.2573,0.0875,0.9757,0.0001,0.0,13.33,25.75,23.87,10.96,4.5173,2.1077,179.28,0.0,glass,20260408_213055_a8.jpg
115.95,33.87,0.3686,0.1387,0.9968,0.0056,0.0,17.75,31.57,34.91,15.86,5.0648,2.4381,383.91,0.0007,glass,20260408_213055_a9.jpg
104.63,23.21,0.1654,0.1053,0.4324,0.004,0.0004,12.23,24.41,23.88,11.38,4.4768,1.9953,48.88,0.0004,glass,20260408_213103_a0.jpg
104.63,23.2,0.1653,0.1049,0.4312,0.004,0.0004,12.23,24.41,23.88,9.32,4.4774,1.9952,48.9,0.0004,glass,20260408_213103_a1.jpg
104.62,22.97,0.1651,0.105,0.433,0.0034,0.0002,11.66,23.05,23.56,10.78,4.4701,1.9599,48.91,0.0003,glass,20260408_213103_a10.jpg
104.22,21.98,0.1644,0.1042,0.4249,0.0024,0.0001,8.38,19.81,22.3,8.8,4.4135,1.5097,48.69,0.0,glass,20260408_213103_a11.jpg
103.45,22.84,0.1172,0.0889,0.2339,0.0031,0.0002,18.5,32.23,24.18,14.52,4.4812,2.4879,10.74,0.0004,glass,20260408_213103_a12.jpg
105.02,22.92,0.1133,0.0916,0.2353,0.0028,0.0002,19.35,34.96,24.36,13.95,4.4693,2.4819,10.61,0.0004,glass,20260408_213103_a13.jpg
104.1,23.66,0.1676,0.1072,0.426,0.0042,0.0018,19.87,31.17,24.89,13.2,4.5164,2.5814,48.88,0.0005,glass,20260408_213103_a14.jpg
90.26,21.45,0.257,0.0656,0.2324,0.0013,0.0096,11.14,21.89,22.08,11.84,4.3626,1.9127,70.52,0.0,glass,20260408_213103_a15.jpg
104.63,23.2,0.165,0.1047,0.4295,0.0038,0.0004,12.16,24.23,23.86,9.27,4.4754,1.9982,48.56,0.0004,glass,20260408_213103_a2.jpg
104.63,23.2,0.1653,0.1049,0.4312,0.004,0.0004,12.23,24.41,23.88,11.4,4.4774,1.9952,48.9,0.0004,glass,20260408_213103_a3.jpg
104.63,23.19,0.1655,0.1049,0.4331,0.0038,0.0004,12.17,24.23,23.86,9.3,4.4758,1.9995,49.04,0.0004,glass,20260408_213103_a4.jpg
108.58,23.44,0.15,0.1178,0.395,0.0038,0.0005,12.41,27.18,24.2,10.41,4.351,1.8967,45.03,0.0005,glass,20260408_213103_a5.jpg
85.69,19.16,0.1677,0.1049,0.3775,0.0,0.0084,10.15,20.17,19.71,11.49,4.2038,1.8213,33.42,0.0,glass,20260408_213103_a6.jpg
141.5,30.21,0.1645,0.1057,0.5146,0.0208,0.0,16.26,31.56,31.03,13.59,4.8957,2.2868,87.09,0.0086,glass,20260408_213103_a7.jpg
