brightness,contrast,saturation,color_uniformity,warm_ratio,transparency,dark_ratio,edge_density,edge_intensity,texture_roughness,smoothness,entropy,edge_entropy,channel_variance,highlights,category,filename
128.86,77.13,0.3085,0.1756,0.481,0.228,0.0208,31.8,63.86,78.82,29.29,5.0782,2.4198,6.26,0.1524,paper,20260408_175445_a5.jpg
51.26,34.4,0.321,0.163,0.0581,0.0,0.5248,16.3,36.12,35.4,17.73,4.2893,2.0014,1.58,0.0,paper,20260408_175445_a6.jpg
92.66,89.62,0.6076,0.3672,0.486,0.1669,0.4907,34.22,68.62,91.37,32.64,5.142,2.3533,14.48,0.1006,paper,20260408_175445_a7.jpg
88.99,58.02,0.3443,0.1539,0.5325,0.0337,0.0944,22.67,50.34,59.39,23.25,4.8296,2.127,2.85,0.0106,paper,20260408_175445_a8.jpg
96.33,64.41,0.3308,0.1745,0.4423,0.071,0.1923,44.78,66.29,66.99,28.21,5.4614,3.2331,5.14,0.0328,paper,20260408_175445_a9.jpg
103.05,42.9,0.5351,0.3,0.2307,0.0001,0.0372,33.6,57.34,45.88,24.62,5.089,2.8898,284.85,0.0,paper,20260408_175949_a0.jpg
103.05,42.9,0.5352,0.2996,0.2309,0.0001,0.0369,33.6,57.32,45.88,24.99,5.089,2.8945,284.53,0.0,paper,20260408_175949_a1.jpg
102.97,36.52,0.4981,0.2771,0.212,0.0,0.0103,7.24,18.0,36.77,11.35,4.8395,1.3869,287.59,0.0,paper,20260408_175949_a10.jpg
112.19,48.1,0.534,0.2974,0.6956,0.0025,0.0432,34.66,59.81,51.1,26.22,5.2805,2.886,282.13,0.0,paper,20260408_175949_a11.jpg
102.94,42.96,0.0,0.0,0.0,0.0001,0.0356,33.76,57.36,45.95,24.66,5.0881,2.901,0.0,0.0,paper,20260408_175949_a12.jpg
107.52,43.14,0.5752,0.3058,0.0424,0.0003,0.0247,34.03,58.21,46.22,24.77,5.1315,2.8811,1049.61,0.0,paper,20260408_175949_a13.jpg
103.05,42.89,0.5356,0.2998,0.2309,0.0001,0.0353,33.54,57.42,45.88,25.0,5.0877,2.8775,284.67,0.0,paper,20260408_175949_a2.jpg
103.05,42.9,0.5352,0.2996,0.2309,0.0001,0.0369,33.6,57.32,45.88,24.48,5.089,2.8945,284.53,0.0,paper,20260408_175949_a3.jpg
89.16,53.14,0.548,0.3397,0.1661,0.0001,0.1752,33.13,61.0,56.17,30.13,4.9804,2.6833,258.33,0.0,paper,20260408_175949_a4.jpg
153.48,61.82,0.5115,0.3237,0.2448,0.2874,0.0115,43.68,70.1,65.63,32.21,5.4319,3.1194,514.49,0.0952,paper,20260408_175949_a5.jpg
50.83,21.36,0.5367,0.2973,0.1783,0.0,0.4482,16.67,29.91,22.79,18.63,4.1272,2.2824,69.17,0.0,paper,20260408_175949_a6.jpg
110.56,64.58,0.659,0.2987,0.2398,0.0656,0.1519,45.15,74.18,68.96,35.33,5.6824,3.0056,395.0,0.0016,paper,20260408_175949_a7.jpg
108.34,43.5,0.5499,0.3122,0.1684,0.0,0.0308,28.45,48.73,45.54,22.55,4.9997,2.7575,355.88,0.0,paper,20260408_175949_a8.jpg
103.0,43.49,0.5289,0.2906,0.2307,0.0004,0.0494,47.28,67.48,48.01,27.58,5.2686,3.3051,262.88,0.0,paper,20260408_175949_a9.jpg
52.29,67.12,0.2524,0.1909,0.0471,0.0126,0.7172,9.48,33.53,67.77,23.81,4.4274,1.1849,4.83,0.0,paper,20260408_205431_a0.jpg
52.29,67.12,0.2547,0.1923,0.0455,0.0125,0.7169,9.48,33.53,67.77,24.5,4.4294,1.1849,4.86,0.0,paper,20260408_205431_a1.jpg
52.29,66.37,0.2487,0.1886,0.0461,0.0092,0.7115,5.97,19.41,66.68,21.6,4.4398,1.0057,4.83,0.0,paper,20260408_205431_a10.jpg
53.79,67.94,0.2578,0.1937,0.0,0.0142,0.707,9.68,33.69,68.53,23.72,4.426,1.2173,4.82,0.0001,paper,20260408_205431_a11.jpg
52.33,67.14,0.0,0.0,0.0,0.0123,0.7149,9.48,33.53,67.77,23.81,4.3661,1.1849,0.0,0.0,paper,20260408_205431_a12.jpg
32.95,55.91,0.3813,0.4048,0.0009,0.0,0.7507,6.72,30.14,56.46,24.63,2.6044,0.8357,57.16,0.0,paper,20260408_205431_a13.jpg
52.29,67.12,0.2543,0.1928,0.0458,0.0126,0.7168,9.59,33.48,67.77,24.55,4.4281,1.2037,4.87,0.0,paper,20260408_205431_a2.jpg
52.29,67.12,0.2547,0.1923,0.0455,0.0125,0.7169,9.48,33.53,67.77,23.84,4.4294,1.1849,4.86,0.0,paper,20260408_205431_a3.jpg
50.2,68.32,0.2213,0.2342,0.038,0.0121,0.7172,10.07,34.56,69.32,24.06,4.2957,1.2161,3.84,0.0001,paper,20260408_205431_a4.jpg
69.6,89.15,0.2324,0.1864,0.0809,0.1966,0.6547,11.47,38.19,89.62,25.16,4.6458,1.3204,6.61,0.0845,paper,20260408_205431_a5.jpg
31.17,40.58,0.2291,0.2459,0.014,0.0,0.7476,6.17,23.0,41.01,21.92,3.6999,0.9653,1.48,0.0,paper,20260408_205431_a6.jpg
57.47,92.18,0.2646,0.3748,0.1386,0.1875,0.7246,10.37,38.71,92.63,27.24,3.3761,1.1287,5.81,0.066,paper,20260408_205431_a7.jpg
62.21,71.97,0.2309,0.1869,0.0422,0.0161,0.6485,8.56,30.7,72.5,23.08,4.6188,1.1145,5.71,0.0001,paper,20260408_205431_a8.jpg
55.44,66.21,0.3771,0.3135,0.1223,0.0184,0.6643,46.77,71.47,68.36,29.88,4.835,3.1353,3.77,0.0011,paper,20260408_205431_a9.jpg
90.62,50.37,0.1887,0.1256,0.4046,0.0239,0.1739,12.09,31.05,50.83,17.13,5.2677,1.7096,26.99,0.0208,paper,20260408_205437_a0.jpg
90.62,50.37,0.1887,0.1248,0.3978,0.024,0.1737,12.09,31.04,50.83,15.58,5.267,1.711,27.25,0.0208,paper,20260408_205437_a1.jpg
90.62,49.34,0.1833,0.1207,0.3931,0.0239,0.1589,5.63,18.59,49.46,14.08,5.2525,1.0297,27.23,0.0154,paper,20260408_205437_a10.jpg
92.53,50.36,0.1886,0.1255,0.0317,0.0242,0.1712,12.21,31.05,50.8,17.04,5.2897,1.7351,27.16,0.0207,paper,20260408_205437_a11.jpg
90.64,50.39,0.0,0.0,0.0,0.0239,0.1656,12.09,31.06,50.83,17.14,5.2639,1.7093,0.0,0.0208,paper,20260408_205437_a12.jpg
110.45,53.44,0.3714,0.133,0.1115,0.0328,0.0358,13.09,33.79,53.97,16.49,5.4022,1.768,248.7,0.0226,paper,20260408_205437_a13.jpg
90.62,50.38,0.1888,0.126,0.4055,0.0239,0.1745,12.13,30.96,50.83,15.7,5.2672,1.7278,27.14,0.0208,paper,20260408_205437_a2.jpg
90.62,50.37,0.1887,0.1248,0.3978,0.024,0.1737,12.09,31.04,50.83,17.36,5.267,1.711,27.25,0.0208,paper,20260408_205437_a3.jpg
76.87,57.17,0.1986,0.195,0.3771,0.024,0.3187,12.51,34.45,57.7,21.22,5.1443,1.6644,21.98,0.0207,paper,20260408_205437_a4.jpg
121.08,63.31,0.1889,0.1269,0.5743,0.0927,0.0603,15.04,38.6,63.9,19.1,5.622,1.8877,51.16,0.0334,paper,20260408_205437_a5.jpg
46.95,26.39,0.1955,0.1345,0.085,0.0,0.4902,6.52,16.15,26.61,16.58,4.3793,1.2406,7.67,0.0,paper,20260408_205437_a6.jpg
89.17,73.01,0.4052,0.3249,0.5961,0.0418,0.3503,14.51,38.89,73.46,22.75,5.5071,1.8456,68.47,0.0295,paper,20260408_205437_a7.jpg
94.8,45.36,0.2018,0.1135,0.5931,0.0129,0.1337,8.72,25.6,45.63,15.23,5.0872,1.3615,56.97,0.0115,paper,20260408_205437_a8.jpg
90.04,51.12,0.2067,0.1441,0.4261,0.024,0.1812,38.09,55.4,53.13,22.12,5.4583,3.181,27.94,0.0179,paper,20260408_205437_a9.jpg
110.08,41.22,0.6717,0.3428,0.3938,0.001,0.0057,13.55,38.29,42.26,14.45,4.5943,1.5661,1074.92,0.0001,paper,20260408_211620_a0.jpg
110.08,41.22,0.6716,0.3433,0.3938,0.001,0.0058,13.55,38.29,42.26,13.16,4.5934,1.5647,1077.82,0.0001,paper,20260408_211620_a1.jpg
110.04,39.55,0.6665,0.3424,0.3845,0.0,0.0,7.05,25.12,39.68,8.81,4.5704,0.9547,1079.15,0.0,paper,20260408_211620_a10.jpg
135.07,22.74,0.6704,0.3408,0.5739,0.0024,0.0079,13.65,37.02,24.45,12.88,3.9975,1.6073,1070.7,0.0004,paper,20260408_211620_a11.jpg
110.01,41.25,0.0,0.0,0.0,0.001,0.0048,13.58,38.31,42.3,14.48,4.5923,1.5616,0.0,0.0002,paper,20260408_211620_a12.jpg
109.53,33.67,0.7496,0.274,0.3694,0.0005,0.001,12.24,35.38,34.73,12.51,4.4009,1.465,1322.39,0.0,paper,20260408_211620_a13.jpg
110.08,41.23,0.672,0.3428,0.3939,0.001,0.0067,13.44,38.07,42.27,13.12,4.5937,1.5428,1075.1,0.0001,paper,20260408_211620_a2.jpg
110.08,41.22,0.6716,0.3433,0.3938,0.001,0.0058,13.55,38.29,42.26,14.48,4.5934,1.5647,1077.82,0.0001,paper,20260408_211620_a3.jpg
102.2,46.32,0.6996,0.3416,0.3433,0.001,0.0607,15.08,44.34,47.75,24.15,4.6796,1.5346,1147.56,0.0002,paper,20260408_211620_a4.jpg
164.38,60.72,0.6508,0.3659,0.3986,0.3783,0.0001,17.77,50.98,61.76,23.21,4.7719,1.6355,2169.65,0.1796,paper,20260408_211620_a5.jpg
51.53,19.39,0.6734,0.3417,0.3719,0.0,0.4553,6.56,19.64,19.9,12.78,3.591,1.0829,236.99,0.0,paper,20260408_211620_a6.jpg
117.35,54.14,0.7238,0.3083,0.4005,0.0084,0.0388,17.22,45.13,55.47,19.19,5.1022,1.8069,1362.79,0.0004,paper,20260408_211620_a7.jpg
103.53,39.28,0.7508,0.3306,0.2766,0.0013,0.0049,11.74,35.34,40.12,14.45,4.3302,1.3724,1999.2,0.0004,paper,20260408_211620_a8.jpg
111.09,42.24,0.6538,0.324,0.3924,0.0013,0.0129,47.75,67.61,46.56,22.41,5.1277,3.2839,950.61,0.0001,paper,20260408_211620_a9.jpg
51.73,40.13,0.5991,0.3447,0.0114,0.001,0.5599,10.58,33.35,41.54,22.49,4.3921,1.3695,898.47,0.0001,paper,20260408_211633_a0.jpg
51.73,40.14,0.5987,0.347,0.0122,0.001,0.5601,10.59,33.37,41.55,23.48,4.3889,1.3691,899.96,0.0001,paper,20260408_211633_a1.jpg
51.67,38.38,0.5957,0.3454,0.0098,0.0,0.5466,5.64,16.85,38.72,19.54,4.4104,1.0474,900.92,0.0,paper,20260408_211633_a10.jpg
45.11,34.57,0.5955,0.3461,0.4531,0.0014,0.562,9.93,32.24,36.13,22.1,4.1202,1.3429,900.46,0.0001,paper,20260408_211633_a11.jpg
51.69,40.16,0.0,0.0,0.0,0.001,0.5593,10.68,33.48,41.57,22.55,4.3861,1.3765,0.0,0.0001,paper,20260408_211633_a12.jpg
67.64,45.49,0.8396,0.1571,0.4612,0.0074,0.4742,12.23,36.81,46.87,22.32,4.5654,1.5095,529.87,0.0012,paper,20260408_211633_a13.jpg
51.74,40.13,0.5986,0.3457,0.0115,0.0013,0.5596,10.65,33.47,41.55,23.5,4.3933,1.3745,898.81,0.0001,paper,20260408_211633_a2.jpg
51.73,40.14,0.5987,0.347,0.0122,0.001,0.5601,10.59,33.37,41.54,22.56,4.3889,1.3691,899.96,0.0001,paper,20260408_211633_a3.jpg
48.79,40.48,0.6075,0.3645,0.0018,0.0013,0.5811,10.07,32.66,41.85,23.89,4.3351,1.3325,890.56,0.0001,paper,20260408_211633_a4.jpg
78.91,59.99,0.5949,0.3453,0.0139,0.0273,0.4473,14.44,42.18,61.09,25.2,4.8749,1.6438,1758.6,0.0227,paper,20260408_211633_a5.jpg
27.45,21.66,0.6035,0.3547,0.0054,0.0,0.6151,6.43,22.88,22.44,20.79,3.5495,1.026,259.21,0.0,paper,20260408_211633_a6.jpg
54.55,57.2,0.8002,0.3138,0.0239,0.0157,0.5651,12.03,39.59,58.34,26.13,4.2775,1.342,1536.31,0.004,paper,20260408_211633_a7.jpg
53.29,38.84,0.6223,0.3492,0.0057,0.0008,0.5369,9.25,30.39,39.92,21.31,4.2875,1.2583,1103.09,0.0001,paper,20260408_211633_a8.jpg
53.04,41.18,0.6351,0.3253,0.0139,0.0016,0.5217,39.98,61.16,44.31,26.68,4.8857,3.1048,826.17,0.0002,paper,20260408_211633_a9.jpg
107.84,42.35,0.0904,0.0726,0.0004,0.0,0.1552,18.91,40.1,43.71,19.57,4.5565,2.2872,7.42,0.0,paper,20260408_211852_a0.jpg
107.83,42.35,0.09,0.0716,0.0004,0.0,0.1553,18.91,40.1,43.71,21.97,4.5557,2.2877,7.47,0.0,paper,20260408_211852_a1.jpg
107.75,39.61,0.0858,0.0627,0.0007,0.0,0.1346,4.88,15.44,39.71,15.04,4.5476,0.9129,7.49,0.0,paper,20260408_211852_a10.jpg
105.75,41.01,0.0941,0.0749,0.0,0.0,0.1554,18.76,39.42,42.43,19.3,4.5637,2.2919,8.34,0.0,paper,20260408_211852_a11.jpg
107.73,42.32,0.0,0.0,0.0,0.0,0.155,18.91,40.1,43.71,19.57,4.5473,2.2872,0.0,0.0,paper,20260408_211852_a12.jpg
101.66,37.11,0.3635,0.167,0.0,0.0,0.1536,16.77,36.04,38.33,18.03,4.3732,2.1695,223.07,0.0,paper,20260408_211852_a13.jpg
107.84,42.35,0.0897,0.0707,0.0006,0.0,0.155,18.8,39.89,43.68,21.9,4.5539,2.285,7.49,0.0,paper,20260408_211852_a2.jpg
107.83,42.35,0.09,0.0716,0.0004,0.0,0.1553,18.91,40.1,43.71,19.4,4.5557,2.2877,7.47,0.0,paper,20260408_211852_a3.jpg
96.73,52.63,0.1052,0.1859,0.0022,0.0,0.2311,19.58,44.0,53.91,24.89,4.4245,2.2016,6.85,0.0,paper,20260408_211852_a4.jpg
154.65,61.01,0.0936,0.0679,0.037,0.1046,0.1456,26.15,51.77,62.85,23.79,5.0648,2.6001,17.29,0.0002,paper,20260408_211852_a5.jpg
57.6,22.81,0.1069,0.0822,0.0,0.0,0.1699,9.88,22.2,23.52,18.42,3.705,1.6724,3.58,0.0,paper,20260408_211852_a6.jpg
113.73,56.35,0.1615,0.2345,0.1617,0.0001,0.1666,26.33,52.96,58.14,25.51,4.7685,2.4859,24.01,0.0,paper,20260408_211852_a7.jpg
120.36,27.73,0.0716,0.0392,0.0012,0.0,0.0462,17.58,34.88,29.03,14.53,4.2429,2.268,10.3,0.0,paper,20260408_211852_a8.jpg
107.7,43.53,0.1269,0.1526,0.0997,0.0,0.1492,47.78,68.49,47.54,25.87,4.9553,3.2832,8.26,0.0,paper,20260408_211852_a9.jpg
88.84,62.3,0.1154,0.1308,0.0018,0.0,0.3649,19.31,43.58,63.62,23.34,4.8797,2.149,4.29,0.0,paper,20260408_211905_a0.jpg
88.84,62.29,0.1119,0.1281,0.0026,0.0,0.365,19.31,43.58,63.61,25.35,4.8738,2.1506,4.21,0.0,paper,20260408_211905_a1.jpg
88.86,59.99,0.0898,0.1111,0.0016,0.0,0.3447,4.64,12.81,60.15,19.04,4.934,0.9989,4.15,0.0,paper,20260408_211905_a10.jpg
87.88,61.41,0.1124,0.1171,0.0,0.0,0.3651,18.89,42.93,62.76,23.15,4.8018,2.1342,3.82,0.0,paper,20260408_211905_a11.jpg
88.87,62.3,0.0,0.0,0.0,0.0,0.3649,19.31,43.58,63.62,23.34,4.8391,2.1491,0.0,0.0,paper,20260408_211905_a12.jpg
97.52,60.42,0.4696,0.1253,0.0,0.0001,0.3578,19.07,42.63,61.71,21.79,4.8581,2.1753,483.02,0.0,paper,20260408_211905_a13.jpg
88.83,62.3,0.1132,0.1262,0.0024,0.0,0.3653,19.44,43.8,63.64,25.55,4.8727,2.1537,4.23,0.0,paper,20260408_211905_a2.jpg
88.84,62.29,0.1119,0.1281,0.0026,0.0,0.365,19.31,43.58,63.61,23.43,4.8738,2.1506,4.21,0.0,paper,20260408_211905_a3.jpg
85.16,64.19,0.0946,0.1471,0.0018,0.0,0.3864,20.01,45.07,65.49,26.82,4.8071,2.1509,3.98,0.0,paper,20260408_211905_a4.jpg
139.35,97.12,0.0959,0.1087,0.0137,0.3314,0.3514,27.15,57.03,98.5,27.6,5.1222,2.4099,6.77,0.1796,paper,20260408_211905_a5.jpg
61.41,43.43,0.1087,0.144,0.0006,0.0,0.372,13.73,32.05,44.32,21.79,4.3847,1.878,2.2,0.0,paper,20260408_211905_a6.jpg
102.43,84.41,0.1366,0.2664,0.0116,0.0771,0.3728,26.15,57.09,86.06,28.64,4.4638,2.2376,9.7,0.0123,paper,20260408_211905_a7.jpg
106.37,50.81,0.0787,0.0916,0.0054,0.0,0.2017,17.39,35.16,51.62,19.12,4.8059,2.2072,6.72,0.0,paper,20260408_211905_a8.jpg
88.68,62.2,0.1519,0.1937,0.0034,0.0,0.3644,30.47,50.67,63.88,24.87,5.0017,2.9364,4.6,0.0,paper,20260408_211905_a9.jpg
122.22,66.57,0.0767,0.0697,0.0075,0.0298,0.2177,20.04,43.5,67.7,22.59,5.5582,2.313,6.93,0.0,paper,20260408_211918_a0.jpg
122.22,66.58,0.0765,0.0715,0.0079,0.0298,0.2176,20.04,43.51,67.7,24.11,5.5585,2.3132,6.76,0.0,paper,20260408_211918_a1.jpg
122.26,64.47,0.071,0.0516,0.0076,0.0271,0.1992,5.73,19.04,64.61,17.68,5.5692,1.0793,6.94,0.0,paper,20260408_211918_a10.jpg
123.54,67.13,0.08,0.0736,0.0005,0.0355,0.2154,20.16,43.6,68.2,22.6,5.5646,2.3231,7.76,0.0,paper,20260408_211918_a11.jpg
122.23,66.61,0.0,0.0,0.0,0.0295,0.2168,20.04,43.5,67.7,22.59,5.5577,2.313,0.0,0.0,paper,20260408_211918_a12.jpg
103.24,55.9,0.5391,0.2397,1.0,0.0,0.2419,16.89,37.78,56.85,20.66,5.2877,2.1588,649.44,0.0,paper,20260408_211918_a13.jpg
122.22,66.59,0.0758,0.0675,0.0076,0.0297,0.2178,20.14,43.62,67.72,24.3,5.5551,2.3257,6.83,0.0,paper,20260408_211918_a2.jpg
122.22,66.58,0.0765,0.0715,0.0079,0.0298,0.2176,20.04,43.51,67.7,22.79,5.5585,2.3132,6.76,0.0,paper,20260408_211918_a3.jpg
113.79,72.13,0.078,0.1453,0.0009,0.0277,0.2648,21.13,45.93,73.31,26.33,5.4271,2.3029,5.19,0.0,paper,20260408_211918_a4.jpg
164.54,87.45,0.0659,0.0745,0.0128,0.434,0.1671,24.95,52.67,88.61,26.13,5.164,2.419,6.39,0.3102,paper,20260408_211918_a5.jpg
48.84,26.94,0.0828,0.1103,0.0,0.0,0.3382,7.83,18.95,27.3,19.09,4.2892,1.4502,1.14,0.0,paper,20260408_211918_a6.jpg
127.76,89.13,0.1767,0.2939,0.0176,0.2553,0.2697,25.47,54.4,90.26,28.52,5.2482,2.3556,11.99,0.0618,paper,20260408_211918_a7.jpg
141.05,51.3,0.0613,0.0533,0.0,0.0078,0.0815,17.34,37.29,52.04,17.12,5.3075,2.228,8.84,0.0,paper,20260408_211918_a8.jpg
122.56,67.72,0.1799,0.205,0.1859,0.0613,0.199,60.03,82.34,71.87,32.31,5.7926,3.338,6.76,0.0041,paper,20260408_211918_a9.jpg
140.62,44.83,0.1578,0.1794,0.2024,0.0108,0.0495,37.5,57.62,47.37,25.12,5.3295,3.1502,0.77,0.0,glass,20260408_173713_a0.jpg
140.63,44.83,0.1576,0.1789,0.2003,0.011,0.0495,37.5,57.61,47.37,25.9,5.3291,3.1517,0.8,0.0,glass,20260408_173713_a1.jpg
140.58,39.56,0.1383,0.1489,0.1947,0.001,0.0391,7.56,22.2,39.77,13.33,5.1149,1.3189,0.77,0.0,glass,20260408_173713_a10.jpg
140.44,48.95,0.1563,0.1774,0.055,0.0211,0.059,39.67,60.82,51.68,26.87,5.462,3.1887,0.82,0.0,glass,20260408_173713_a11.jpg
140.63,44.85,0.0,0.0,0.0,0.0099,0.0488,37.5,57.62,47.37,25.13,5.3267,3.1503,0.0,0.0,glass,20260408_173713_a12.jpg
99.76,36.5,0.3811,0.1573,0.0659,0.0,0.0833,30.59,48.17,38.53,22.42,5.0066,2.9713,373.7,0.0,glass,20260408_173713_a13.jpg
140.62,44.85,0.1578,0.179,0.2017,0.0111,0.049,37.65,57.66,47.39,25.88,5.3302,3.1499,0.77,0.0,glass,20260408_173713_a2.jpg
140.63,44.83,0.1576,0.1789,0.2003,0.011,0.0495,37.5,57.61,47.37,25.17,5.3291,3.1517,0.8,0.0,glass,20260408_173713_a3.jpg
121.41,64.08,0.1747,0.249,0.147,0.009,0.1851,35.72,60.42,66.46,28.3,5.0026,2.8856,0.09,0.0,glass,20260408_173713_a4.jpg
206.99,59.93,0.1301,0.19,0.2506,0.6298,0.0335,44.12,69.8,62.72,33.25,4.6569,3.1884,18.65,0.4348,glass,20260408_173713_a5.jpg
90.71,29.03,0.1575,0.1807,0.1477,0.0,0.0729,24.24,38.6,30.63,19.18,4.7072,2.7765,0.35,0.0,glass,20260408_173713_a6.jpg
142.95,63.71,0.2489,0.2739,0.2276,0.1284,0.0978,52.77,76.69,67.54,36.35,5.7691,3.2739,0.63,0.0262,glass,20260408_173713_a7.jpg
144.21,43.32,0.1449,0.1612,0.1649,0.0139,0.0399,32.13,51.23,45.26,23.9,5.2672,3.0318,0.75,0.0,glass,20260408_173713_a8.jpg
140.42,46.92,0.1816,0.1819,0.2139,0.0297,0.0509,62.39,83.33,53.59,32.9,5.4639,3.3734,0.49,0.0009,glass,20260408_173713_a9.jpg
125.34,40.59,0.2495,0.1825,0.2463,0.0034,0.053,32.53,51.72,42.78,21.71,5.1717,3.0167,0.77,0.0002,glass,20260408_173722_a0.jpg
125.34,40.6,0.2498,0.1826,0.2469,0.0034,0.053,32.52,51.72,42.79,21.87,5.1716,3.0162,0.76,0.0002,glass,20260408_173722_a1.jpg
125.35,37.63,0.2383,0.1674,0.2484,0.0006,0.05,13.25,26.45,38.17,13.33,5.0352,2.1128,0.75,0.0,glass,20260408_173722_a10.jpg
126.1,44.68,0.2488,0.1833,0.2776,0.0069,0.0488,34.96,55.39,47.08,23.7,5.377,3.0654,0.77,0.0014,glass,20260408_173722_a11.jpg
125.34,40.62,0.0,0.0,0.0,0.0032,0.0528,32.53,51.72,42.79,21.73,5.17,3.0171,0.0,0.0005,glass,20260408_173722_a12.jpg
143.4,40.45,0.3686,0.1865,0.947,0.009,0.0392,32.99,52.54,42.65,21.72,5.1702,3.0336,574.9,0.0013,glass,20260408_173722_a13.jpg
125.33,40.62,0.2498,0.1823,0.2468,0.0033,0.0526,32.58,51.86,42.8,21.89,5.1734,3.0182,0.82,0.0002,glass,20260408_173722_a2.jpg
125.34,40.6,0.2498,0.1826,0.2469,0.0034,0.053,32.52,51.72,42.79,21.55,5.1716,3.0162,0.76,0.0002,glass,20260408_173722_a3.jpg
109.25,55.63,0.2893,0.2704,0.1873,0.0027,0.1728,33.07,57.44,57.79,29.46,5.0502,2.8438,3.85,0.0001,glass,20260408_173722_a4.jpg
181.38,57.16,0.235,0.1858,0.2698,0.386,0.0432,44.27,67.87,60.02,31.0,5.5007,3.2552,0.39,0.1133,glass,20260408_173722_a5.jpg
63.35,20.63,0.2496,0.1864,0.1948,0.0,0.1223,16.25,26.71,21.68,15.83,4.2111,2.3733,0.2,0.0,glass,20260408_173722_a6.jpg
128.03,57.49,0.3782,0.2717,0.2615,0.0337,0.0995,46.49,70.56,61.03,32.51,5.6601,3.2041,2.26,0.0049,glass,20260408_173722_a7.jpg
123.49,40.51,0.2504,0.1828,0.2394,0.0031,0.0551,28.58,46.05,42.28,20.17,5.1677,2.8954,2.14,0.0005,glass,20260408_173722_a8.jpg
125.19,43.02,0.2686,0.1907,0.2513,0.0059,0.0519,63.98,84.69,50.58,31.99,5.3731,3.3545,0.83,0.0005,glass,20260408_173722_a9.jpg
120.67,55.04,0.2546,0.2531,0.2151,0.0158,0.13,36.76,59.29,57.23,26.38,5.6046,3.0543,0.83,0.0008,glass,20260408_173726_a0.jpg
120.67,55.04,0.2547,0.2525,0.2138,0.0162,0.1299,36.76,59.3,57.24,25.7,5.6047,3.0537,0.84,0.0007,glass,20260408_173726_a1.jpg
120.67,51.77,0.2377,0.2318,0.2095,0.0111,0.1196,12.65,26.88,52.16,14.75,5.5007,2.0354,0.82,0.0,glass,20260408_173726_a10.jpg
121.57,51.77,0.2562,0.2544,0.07,0.0123,0.1161,35.12,56.36,53.83,24.75,5.5435,3.0607,0.89,0.0003,glass,20260408_173726_a11.jpg
120.66,55.06,0.0,0.0,0.0,0.0156,0.1295,36.79,59.3,57.24,26.4,5.6035,3.0558,0.0,0.0008,glass,20260408_173726_a12.jpg
115.73,47.06,0.3646,0.2652,0.2908,0.0046,0.1151,32.06,52.85,49.06,22.69,5.3816,2.9599,165.14,0.0,glass,20260408_173726_a13.jpg
120.67,55.04,0.2552,0.2532,0.2142,0.0166,0.1299,36.8,59.27,57.24,25.75,5.6033,3.0663,0.83,0.0005,glass,20260408_173726_a2.jpg
120.67,55.04,0.2547,0.2525,0.2138,0.0162,0.1299,36.76,59.3,57.24,26.24,5.6047,3.0537,0.84,0.0007,glass,20260408_173726_a3.jpg
105.63,63.55,0.2973,0.316,0.1826,0.0065,0.2307,36.62,62.41,66.16,32.36,5.3678,2.8965,0.66,0.0009,glass,20260408_173726_a4.jpg
165.67,73.44,0.2433,0.263,0.2415,0.3471,0.1096,46.68,72.06,76.04,34.83,5.7318,3.2275,4.02,0.1666,glass,20260408_173726_a5.jpg
48.7,22.35,0.2598,0.2574,0.1185,0.0,0.3007,15.13,26.38,23.25,17.37,4.3175,2.2693,0.18,0.0,glass,20260408_173726_a6.jpg
126.13,75.78,0.3644,0.3414,0.2139,0.1376,0.2058,49.42,77.06,79.02,37.79,5.7486,3.0776,1.78,0.0396,glass,20260408_173726_a7.jpg
117.91,54.51,0.2545,0.2557,0.2062,0.0083,0.1401,26.72,46.13,55.85,22.75,5.4885,2.7949,1.36,0.0008,glass,20260408_173726_a8.jpg
120.78,56.2,0.2768,0.2513,0.2214,0.0281,0.1266,65.25,86.72,62.4,35.16,5.7097,3.3296,1.07,0.0021,glass,20260408_173726_a9.jpg
111.9,46.47,0.3696,0.2579,0.354,0.0175,0.0671,29.01,50.77,48.36,22.33,5.4825,2.7574,20.75,0.0023,glass,20260408_173731_a0.jpg
111.9,46.47,0.3697,0.2579,0.3537,0.0176,0.0673,29.01,50.77,48.36,21.87,5.4825,2.7577,20.72,0.0023,glass,20260408_173731_a1.jpg
111.96,44.32,0.3615,0.2545,0.351,0.0089,0.0588,14.14,25.99,44.93,15.12,5.4049,2.167,21.03,0.0009,glass,20260408_173731_a10.jpg
108.22,55.45,0.3726,0.2595,0.2864,0.041,0.0818,30.6,53.55,57.26,24.23,5.6321,2.7982,21.27,0.0032,glass,20260408_173731_a11.jpg
111.89,46.48,0.0,0.0,0.0,0.0167,0.0666,29.01,50.78,48.36,22.34,5.4794,2.7575,0.0,0.0023,glass,20260408_173731_a12.jpg
125.73,48.1,0.507,0.2754,0.7145,0.0584,0.0508,30.62,53.19,50.14,22.82,5.5327,2.8089,642.7,0.0044,glass,20260408_173731_a13.jpg
111.91,46.47,0.3702,0.2579,0.3536,0.0172,0.0673,29.26,51.0,48.36,21.97,5.4824,2.7752,20.72,0.0023,glass,20260408_173731_a2.jpg
